"","district","distlong","party","incfirst","inclast","pronounce","pronounceipa","firstelect","birthyr","gender","race","religion","lgbt","pre16inc","demH16","repH16","demH14","repH14","dem2p12","rep2p12","clinton16","trump16","obama12","romney12","obama08","mccain08","cens10white","cens10black","cens10latino","cens10aapi","cens10native","cens10other","acs16ba","acs16barank","acs16whiteba","acs16whitebarank","medinc","incrank","popvote16","hrcvote16","djtvote16","popvote12","bhovote12","mrvote12","popvote08","bhovote08","jmvote08","popHvote16","demHvote16","repHvote16","otherHvote16","popHvote14","demHvote14","repHvote14","otherHvote14","demH2p12","repH2p12","pop","popWhite","popBlack","popLatino","popAAPI","popNative","popOther","vap","vapWhite","vapBlack","vapLatino","vapAAPI","vapNative","vapOther","land.area","popdens"
"278","NY-07","New York 7th","Democratic","Nydia","Velazquez","(NEE-dee-uh vuh-LASS-kess)","/'ni.Ä_i.Ä» vÄ».'lí_s.kÄ_s/","1992",1953,"Woman","Hispanic - Puerto Rican","Christian - Roman Catholic","No","Re-elected",90.7,9.2,"88.7",9,"100",0,86.9,10.4,88.3,10.3,84.4,14.9,28.6,8.4,41.3,19.5,0.2,2,33.7,149,62.4,19,55207,227,204473,177664,21198,180591,159552,18671,188388,158908,28083,189888,172145,17477,266,63812,56593,5713,1506,143930,0,714039,199545,59712,306463,131025,1427,15867,542978,155395,45490,224396,105795,954,10948,16.16,44185.5816831683
"279","NY-08","New York 8th","Democratic","Hakeem","Jeffries","(hah-KEEM JEFF-reez)","/hÄï.'kim 'd_ÍÄ_.fÄ_iz/","2012",1970,"Man","Black - African-American","Christian - Baptist","No","Re-elected",93.2,0,"92",0,"91.2",8.8,84.6,13.5,89.3,10.1,86,13.6,24.5,51.5,16.9,4.7,0.2,2.2,33.7,149,54.9,40,51634,277,254930,215689,34356,235295,210018,23869,242177,208300,32971,230203,214595,0,15608,83999,77255,0,6744,184039,17650,718016,155930,378439,131873,33159,1863,16752,550237,134637,283398,93051,25820,1350,11981,29.66,24208.226567768
"280","NY-09","New York 9th","Democratic","Yvette","Clarke","(ee-VET KLARK)","/i.'vÄ_t klÄïÄ_k/","2006",1964,"Woman","Black - African-American","Christian - African Methodist Episcopal","No","Re-elected",92.3,0,"89.3",0,"88.5",11.5,83.5,14.4,85.3,13.8,84.1,15.4,31.2,50.2,10.6,5.9,0.2,2,37.5,98,62,20,54895,232,253789,211812,36600,239547,204281,33156,248224,208748,38289,232094,214189,0,17905,92569,82659,0,9910,186141,24164,727032,221159,364537,81691,42491,1464,15690,558573,174104,280141,59320,33036,1026,10946,15.54,46784.555984556
"281","NY-10","New York 10th","Democratic","Jerry","Nadler","(JAIR-ee NADD-ler)","/'d_ÍÄ_.Ä_i 'ní_d.lÄ»Ä_/","1992 Special",1947,"Man","White - Non-Hispanic","Jewish","No","Re-elected",78,21.9,"87.4",0,"80.8",19.2,78.3,18.8,73.6,25,75.7,23.4,65.5,4,11.9,16.8,0.1,1.8,60.3,7,71.1,6,85756,37,261945,205114,49179,235821,173650,58992,259039,195974,60682,246216,192122,53806,288,101881,89080,0,12801,165743,39413,716260,468129,26602,86976,118122,668,15763,580997,380321,23210,68915,97406,502,10643,14.25,50263.8596491228
"282","NY-11","New York 11th","Republican","Dan","Donovan","(DANN DAHN-oh-vuhn)","/dí_n 'dÄï.no__.vÄ»n/","2015 Special",1956,"Man","White - Non-Hispanic","Christian - Roman Catholic","No","Re-elected",36.7,61.5,"42.1",54.8,"47.3",52.7,43.8,53.6,51.6,47.3,48.3,50.9,66.8,6.3,13.9,11.5,0.1,1.3,34.4,133,37.8,160,71072,88,248457,108807,133232,213991,110407,101262,231976,112035,118106,232317,85257,142934,4126,107363,45244,58886,3233,92430,103118,717007,460023,49361,112464,82346,937,11876,556859,372108,35303,77422,63896,677,7453,65.83,10891.7970530153
"283","NY-12","New York 12th","Democratic","Carolyn","Maloney","(KAIR-uh-luhn muh-LOH-nee)","/'kÄ_.rÄ».lÄ»n mÄ».'lo__.ni/","1992",1948,"Woman","White - Non-Hispanic","Christian - Presbyterian","No","Re-elected",83.1,16.8,"79.9",20,"80.6",19.4,83.3,13.5,76.9,21.5,80.1,18.9,68.5,4.5,12.3,12.6,0.1,2,72.2,1,80.3,1,100281,13,306909,255601,41383,267692,205919,57575,303389,243155,57238,293858,244199,49350,309,113429,90603,22731,95,194370,46841,714002,477788,33212,95507,89018,784,17693,632656,433299,28199,77976,79587,634,12961,14.79,48275.9972954699
"284","NY-13","New York 13th","Democratic","Adriano","Espaillat","(ah-dree-AH-noh es-pahy-AHT) [R is trilled in Spanish]","/èëÄï.dri.'Äï.no Ä_s.paÄÈ.'jÄït/","2016",1954,"Man","Hispanic - Dominican","Christian - Roman Catholic","No","Open - Retired",88.6,6.9,"87.3",0,"93.5",6.5,92.3,5.4,94.6,4.6,93.3,6.1,14.1,27.1,52.6,4.3,0.2,1.7,31,177,71.7,5,41103,407,252393,232925,13727,231787,219361,10558,242035,225863,14845,233521,206994,16083,10444,78353,68396,0,9957,175016,12147,717786,88040,191448,395346,28345,1507,13100,556707,78594,150964,292926,23669,1101,9453,10.25,70027.9024390244
"285","NY-14","New York 14th","Democratic","Joe","Crowley","(JOH KROW-lee) [rhymes with cow]","/d_Ío__ 'kÄ_a__.li/","1998",1962,"Man","White - Non-Hispanic","Christian - Roman Catholic","No","Re-elected",82.8,17.1,"88",0,"84.7",15.3,77.7,19.8,80.7,18.3,76.1,23.2,27.5,9.8,44.8,15.7,0.1,1.9,25.6,281,39.5,144,53512,247,194923,151407,38560,169552,136783,30978,177831,135243,41288,178323,147587,30545,191,57204,50352,0,6852,120761,21755,718956,180405,68716,340333,112822,1301,15379,569765,156944,55923,255405,89677,792,11024,28.29,25413.7857900318
"286","NY-15","New York 15th","Democratic","Jose","Serrano","(hoh-ZAY sair-AH-noh)","/ho__.'zeÄÈ sÄ_.'Ä_Äï.no__/","1990 Special",1943,"Man","Hispanic - Puerto Rican","Christian - Roman Catholic","No","Re-elected",95.2,3.5,"97.1",0,"97.2",2.8,93.8,4.9,96.7,3,94.6,5.2,2.7,29.4,64.3,1.9,0.2,1.4,12.4,428,27.7,303,29234,435,191383,179454,9371,177129,171366,5315,180295,170498,9382,174036,165688,6129,2219,56563,54906,0,1657,152661,4427,717177,16683,207587,468193,12599,1750,10365,504655,13803,148231,324538,9718,1097,7268,14.54,49324.4154057772
"287","NY-16","New York 16th","Democratic","Eliot","Engel","(EL-ee-uht AYN-guhl)","/'Ä_.li.Ä»t è_eÄÈÅ†.gÄ»l/","1988",1947,"Man","White - Non-Hispanic","Jewish","No","Re-elected",94.4,0,"99.3",0,"76.9",23.1,75.1,22.5,73.7,25.5,72.9,26.4,41.9,30.1,21.3,4.7,0.2,1.9,40.6,77,57.5,31,69086,101,283114,212644,63590,267814,197365,68373,282279,205897,74591,222230,209857,0,12373,100391,99658,0,733,179562,53935,720278,284884,217509,166839,33438,1479,16129,549246,229997,165324,116799,25739,1061,10326,78.37,9190.7362511165
"288","NY-17","New York 17th","Democratic","Nita","Lowey","(NEE-tuh LOH-wee)","/'ni.tÄ» 'lo__.wi/","1988",1937,"Woman","White - Non-Hispanic","Jewish","No","Re-elected",99.1,0,"56.4",43.5,"65.1",34.9,58.6,38.4,57.1,41.8,58,41.2,64,10,18.7,5.9,0.1,1.2,44.5,47,52.2,50,94451,22,318220,186437,122339,294401,168020,123190,313081,181604,128934,216585,214530,0,2055,174062,98158,75781,123,171417,91899,712306,449438,69360,139459,41121,818,12110,531665,340399,53172,99501,31429,592,6572,382.63,1861.60520607375
"289","NY-18","New York 18th","Democratic","Sean Patrick","Maloney","(shawn PAT-chrik muh-LOH-nee)","/_€Äîn 'pí_.t_€Ä_ÄÈk mÄ»'lo__.ni/","2012",1966,"Man","White - Non-Hispanic","Christian - Roman Catholic","Gay","Re-elected",55.6,44.4,"49.7",47.8,"51.9",48.1,47.1,49,51.4,47.1,52.1,46.9,74.3,8.2,13.1,2.9,0.2,1.4,35.7,125,39.1,148,80493,48,310455,146175,152137,290894,149610,137144,312234,162618,146308,291527,162060,129369,98,179091,88993,85660,4438,143845,133049,719723,516970,60095,106451,20631,1359,14217,536296,398549,44016,70038,15322,1059,7312,1353.42,531.780969691596
"290","NY-19","New York 19th","Republican","John","Faso","(JAHN FASS-oh)","/d_ÍÄïn 'fí_.so__/","2016",1952,"Man","White - Non-Hispanic","Christian - Roman Catholic","No","Open - Retired",45.7,54.2,"35.5",64.5,"47.2",52.8,44,50.8,52.1,45.9,53,45.3,87.9,4,5.4,1.3,0.2,1.1,29.2,216,30.1,270,59619,186,319444,140515,162260,303112,157967,138981,331779,175763,150323,303852,138800,164800,252,204173,72470,131594,109,134295,150245,717341,619384,29089,45225,9806,1450,12387,568027,499401,22810,30611,7549,1186,6470,7937.02,90.3791347382267
"291","NY-20","New York 20th","Democratic","Paul","Tonko","(PAWL TAHN-koh)","/pÄîl 'tÄïÅ†.ko__/","2008",1949,"Man","White - Non-Hispanic","Christian - Roman Catholic","No","Re-elected",67.9,32.1,"61.2",38.7,"68.4",31.6,54,40.5,59.2,38.8,58.3,39.8,82.6,7.7,4.2,3.5,0.2,1.8,38.7,89,41.1,126,64226,140,325088,175390,131559,315032,186460,122230,340274,198366,135529,313942,213021,100738,183,204329,125111,79104,114,203401,93778,717751,571278,61694,37650,26280,1338,19511,565607,467009,43570,23891,19872,1012,10253,1231.28,582.93077122994
"292","NY-21","New York 21st","Republican","Elise","Stefanik","(uh-LEES stih-FAH-nik)","/Ä».'lis stÄÈ.'fÄï.nÄÈk/","2014",1984,"Woman","White - Non-Hispanic","Christian - Roman Catholic","No","Re-elected",30.1,65.3,"33.8",55.1,"51",49,40,53.9,52.2,46.1,51.7,46.7,92.1,2.9,2.4,0.8,0.8,0.9,23.2,327,23.6,381,52350,259,279438,111760,150481,265850,138889,122471,290642,150137,135821,272606,82161,177886,12559,174668,59063,96226,19379,126631,121646,718128,657759,18944,19159,5955,6217,10094,560156,516165,16127,13459,4649,4546,5210,15114.76,47.5117037915256
"293","NY-22","New York 22nd","Republican","Claudia","Tenney","(KLAW-dee-uh TEN-ee)","/'klÄî.Ä_i.Ä» 'tÄ_.ni/","2016",1961,"Woman","White - Non-Hispanic","Christian - Presbyterian","No","Open - Retired",41,46.5,"0",98.4,"39.3",60.7,39.3,54.8,48.8,49.2,49.1,49.1,90.7,3.3,2.5,2.1,0.3,1,26,275,26.5,322,52967,253,289954,114016,158913,277217,135172,136500,302473,148425,148580,278531,114266,129444,34821,131932,0,129851,2081,102080,157941,717428,640110,25634,22476,15399,1873,11936,562336,510303,18632,14321,11787,1506,5787,5077.45,141.296910850919
"294","NY-23","New York 23rd","Republican","Tom","Reed","(TAHM REED)","/tÄïm Ä_id/","2010 Special",1971,"Man","White - Non-Hispanic","Christian - Roman Catholic","No","Re-elected",42.4,57.6,"38.3",61.7,"48.1",51.9,39.7,54.5,48.4,49.6,49.6,48.8,91.1,2.6,2.7,2.1,0.5,1.1,26.1,274,25.7,342,48730,328,290013,115010,158155,276891,133949,137312,303285,150412,147913,279735,118584,161050,101,183481,70242,113130,109,127535,137669,715904,644134,18738,22745,13705,4034,12548,561120,511079,14565,14876,11591,2922,6087,7371.65,97.115842450469
"295","NY-24","New York 24th","Republican","John","Katko","(JAHN KAT-koh)","/d_ÍÄïn 'kí_t.ko__/","2014",1962,"Man","White - Non-Hispanic","Christian - Roman Catholic","No","Re-elected",39.4,60.5,"40.3",59.5,"53",47,48.9,45.3,57,41.1,56.2,42,86.2,6.8,2.9,2.2,0.6,1.3,30.3,191,31.4,243,56388,215,308574,151021,139763,300621,171502,123534,323571,181776,135928,302115,119040,182761,314,199222,80304,118474,444,143044,127054,717111,600220,55154,26233,15978,4161,15365,553204,476812,37739,16208,12193,3306,6946,2388.56,300.227333623606
"296","NY-25","New York 25th","Democratic","Louise","Slaughter","(loo-EES SLAW-ter)","/lu.'is 'slÄî.Ä_Ä»Ä_/","1986",1929,"Woman","White - Non-Hispanic","Christian - Episcopalian","No","Re-elected",56.1,43.8,"50.2",49.7,"57.4",42.6,55.5,39.1,58.8,39.4,58.8,39.9,75.9,13.2,6,3.3,0.2,1.3,37.3,104,42.9,113,53723,245,329443,182896,128955,319454,187753,125897,342056,201012,136481,325831,182950,142650,231,192971,96803,95932,236,179810,133389,717894,517207,107007,53459,23957,1519,14745,555664,421837,73268,33483,18571,1231,7274,510.19,1407.1110762657
"297","NY-26","New York 26th","Democratic","Brian","Higgins","(BRAHY-uhn HIG-inz)","/'braÄÈ.Ä»n 'hÄÈ.gÄÈnz/","2004",1959,"Man","White - Non-Hispanic","Christian - Roman Catholic","No","Re-elected",74.6,25.4,"68.1",31.8,"74.8",25.2,57.6,38,63.9,34.3,63.4,35,75.1,15.9,4.3,3,0.5,1.2,30.8,182,34.1,201,47358,348,304440,175336,115558,302388,193362,103743,328709,208504,115099,288679,215289,73377,13,166124,113210,52909,5,212588,71666,716906,512316,126679,38873,21521,3566,13951,565026,424531,90025,24145,16871,2717,6737,219.13,3271.60133254233
"298","NY-27","New York 27th","Republican","Chris","Collins","(KRISS KAH-linz)","/kÄ_ÄÈs 'kÄï.lÄÈnz/","2012",1950,"Man","White - Non-Hispanic","Christian - Roman Catholic","No","Re-elected",32.8,67.2,"28.9",71,"49.2",50.8,35.2,59.7,42.9,55.3,44.5,53.9,93.5,2.4,1.8,0.9,0.7,0.7,30.7,184,31,250,62698,149,346762,122102,206866,326828,140176,180703,345902,153862,186554,328809,107832,220885,92,203645,58911,144675,59,156219,161220,719760,667248,16414,15737,6587,5114,8660,560034,523730,13656,10146,4820,3777,3905,3973.13,181.156921620989
"299","OH-01","Ohio 1st","Republican","Steve","Chabot","(STEEV SHA-buht)","/stiv '_€í_.bÄ»t/","2010, 1994-2008",1953,"Man","White - Non-Hispanic","Christian - Roman Catholic","No","Re-elected",40.8,59.2,"36.8",63.2,"39.4",60.6,44.6,51.2,46.3,52.4,47.2,51.8,73.4,20.6,2.2,2.6,0.2,1.1,33.8,147,37.8,160,55712,221,361297,160988,185025,363593,168195,190504,363285,171529,188091,354788,144644,210014,130,197383,72604,124779,0,131490,201907,720719,510134,158235,18661,18716,1089,13884,539642,395873,111211,11692,13790,876,6200,686.96,1049.14259927798
"300","OH-02","Ohio 2nd","Republican","Brad","Wenstrup","(BRADD WHEN-stroop) [OO as in good]","/bÄ_í_d 'wÄ_n.stÄ___p/","2012",1958,"Man","White - Non-Hispanic","Christian - Roman Catholic","No","Re-elected",32.8,65,"34",66,"41.4",58.6,39.7,55.8,43.7,54.7,44.3,54.2,88.1,8,1.3,1.2,0.2,1.1,32.3,166,33.1,222,55472,224,354868,140773,197877,355117,155027,194409,361562,160301,196040,340279,111694,221193,7392,201111,68453,132658,0,137082,194299,720903,626169,59936,11731,8810,1516,12741,547568,482567,43827,7332,6660,1233,5949,3221.62,223.770339146144
"301","OH-03","Ohio 3rd","Democratic","Joyce","Beatty","(JOYS BAY-tee)","/d_ÍÄîÄÈs 'beÄÈ.Ä_i/","2012",1950,"Woman","Black - African-American","Christian - Baptist","No","Re-elected",68.6,31.4,"64.1",35.9,"72.2",27.8,67,28.6,69.7,28.9,67.4,31.3,60.1,29.4,5,3.2,0.2,2,27.8,242,33.1,222,45860,363,314155,210445,89824,312938,217969,90434,310574,209277,97330,291351,199791,91560,0,143261,91769,51475,17,201921,77903,715597,397475,228563,43044,21491,1630,23394,535897,322169,157492,26746,17314,1333,10843,228,3138.58333333333
"302","OH-04","Ohio 4th","Republican","Jim","Jordan","(JIM JORE-dn)","/d_ÍÄÈm 'd_ÍÄîÄ_._în/","2006",1964,"Man","White - Non-Hispanic","Christian - Protestant","No","Re-elected",32,68,"32.3",67.7,"38.5",61.5,30.7,64.3,42,56,43.7,54.4,90.6,5,2.5,0.7,0.2,1,17.9,407,18.1,425,52632,255,324648,99641,208715,331390,139228,185512,344253,150312,187369,309208,98981,210227,0,186072,60165,125907,0,114214,182643,720629,641230,36317,22839,5472,1325,13446,546601,495314,27355,13501,4065,1059,5307,4664.87,154.479974790294
"303","OH-05","Ohio 5th","Republican","Bob","Latta","(BAHB LATT-uh)","/bÄïb 'lí_.Ä_Ä»/","2007 Special",1956,"Man","White - Non-Hispanic","Christian - Roman Catholic","No","Re-elected",29.1,70.9,"28.9",66.5,"40.6",59.4,34.6,59.7,44.1,53.9,46,52.2,92.2,2.3,3.4,1.2,0.2,0.8,26.2,272,26.1,331,57171,205,359624,124410,214653,362052,159592,195075,373037,171746,194685,344991,100392,244599,0,202300,58507,134449,9344,137806,201514,720433,652709,17105,31502,8732,1232,9153,549592,506458,12650,18832,6459,972,4221,5626.47,128.043515738998
"304","OH-06","Ohio 6th","Republican","Bill","Johnson","(BILL JAHN-suhn)","/bÄÈl 'd_ÍÄïn.sÄ»n/","2010",1954,"Man","White - Non-Hispanic","Christian - Protestant","No","Re-elected",29.3,70.7,"38.6",58.2,"46.7",53.3,26.7,69.3,42.7,55.2,44.7,53.1,95.7,2.2,0.7,0.4,0.2,0.8,15.9,419,16.1,432,46839,353,320064,85512,221852,319939,136522,176593,333655,149059,177089,302755,88780,213975,0,190652,73561,111026,6065,144444,164536,721327,685944,15512,6202,2724,1377,9568,561586,537387,12350,3945,2091,1136,4677,7215.03,99.9756064770347
"305","OH-07","Ohio 7th","Republican","Bob","Gibbs","(BAHB GIBBZ)","/bÄïb gÄÈbz/","2010",1954,"Man","White - Non-Hispanic","Christian - Methodist","No","Re-elected",29,64,"0",100,"43.6",56.4,32.8,62.5,44.2,53.7,46.9,50.9,93.3,3.6,1.4,0.6,0.2,0.9,20.9,369,21.1,407,53374,248,328938,108004,205565,333866,147660,179312,339811,159267,173085,309553,89638,198221,21694,143959,0,143959,0,137708,178104,721122,663201,28240,12911,4175,1347,11248,544526,508268,19494,7687,3103,1095,4879,3864.76,186.58907668264
"306","OH-08","Ohio 8th","Republican","Warren","Davidson","(WAR-en DAY-vid-sun)","/'wÄî.Ä_Ä_n 'deÄÈ.vÄÈd.sÄ»n/","2016 Special",1970,"Man","White - Non-Hispanic","Christian - Protestant","No","Re-elected",27,68.8,"27.4",67.2,"0",100,30.6,65.1,36.4,61.9,38.1,60.3,89.7,5.2,2.3,1.6,0.2,1,23.8,315,24.1,372,58213,195,342785,104927,223221,341543,124478,211436,349366,133182,210494,325506,87794,223833,13879,188330,51534,126539,10257,0,246380,721169,633207,40948,20858,11491,1247,13418,542712,486875,28420,12401,8462,998,5556,2450.49,294.295834710609
"307","OH-09","Ohio 9th","Democratic","Marcy","Kaptur","(MAR-see KAP-ter)","/'mÄïÄ_.si 'kí_p.tÄ»Ä_/","1982",1946,"Woman","White - Non-Hispanic","Christian - Roman Catholic","No","Re-elected",68.7,31.3,"67.7",32.2,"76",24,58.7,36.5,67.6,30.9,66.8,31.6,75.4,14.2,7.5,1.3,0.2,1.4,21.6,358,24.6,362,41417,403,301655,177118,110204,321454,217146,99223,340297,227380,107587,282398,193966,88427,5,160715,108870,51704,141,217775,68666,722432,513475,112303,67768,8957,1704,18225,552056,416151,78404,41308,7183,1346,7664,464.65,1554.78747444313
"308","OH-10","Ohio 10th","Republican","Mike","Turner","(MIKE TURN-er)","/maÄÈk 'tÄìÄ_.nÄ»Ä_/","2002",1960,"Man","White - Non-Hispanic","Christian - Presbyterian","No","Re-elected",32.7,64.1,"31.5",65.2,"38.6",61.4,44,51.3,48.2,50.1,49.3,49.3,78.5,16,1.8,2,0.2,1.4,27.9,237,29.3,279,49988,312,348181,153323,178703,358592,172942,179813,371572,183239,183226,336602,109981,215724,10897,200606,63249,130752,6605,131097,208201,721931,549891,123144,16102,14250,1518,17026,557295,437482,89250,10231,11074,1191,8067,1129.76,639.012710664212
"309","OH-11","Ohio 11th","Democratic","Marcia","Fudge","(MAR-shuh FUHJ)","/'mÄïÄ_._€Ä» f_ëd_Í/","2008 Special",1952,"Woman","Black - African-American","Christian - Baptist","No","Re-elected",80.3,19.7,"79.5",20.5,"100",0,80.5,17,82.7,16.5,82,17.2,41.8,50.9,3.3,2.3,0.2,1.4,26.8,259,41.1,126,35735,428,323301,260298,55018,361124,298788,59753,369582,303165,63609,302686,242917,59769,0,172566,137105,35461,0,258378,0,720563,274301,386243,27893,15567,1307,15252,548819,229589,279231,18359,12723,1030,7887,244.46,2947.57015462652
"310","OH-12","Ohio 12th","Republican","Pat","Tiberi","(PATT TEE-bear-ee)","/pí_t 'ti.bÄ_.Ä_i/","2000",1962,"Man","White - Non-Hispanic","Christian - Roman Catholic","No","Re-elected",29.8,66.6,"27.8",68.1,"36.5",63.5,41.9,53.2,43.9,54.4,44.8,53.7,89.6,4.5,1.5,3,0.2,1.2,41,72,39.9,138,67415,119,387279,162245,205883,381462,167441,207387,375123,167870,201574,377534,112638,251266,13630,221081,61360,150573,9148,134614,233874,723055,637035,33656,13524,23057,1218,14565,545814,488783,24787,8413,16563,932,6336,2271.91,318.258645809033
"311","OH-13","Ohio 13th","Democratic","Tim","Ryan","(TIM RAHY-en)","/tÄÈm 'Ä_aÄÈ.Ä_n/","2002",1973,"Man","White - Non-Hispanic","Christian - Roman Catholic","No","Re-elected",67.7,32.3,"68.5",31.5,"72.8",27.2,51.1,44.6,62.9,35.4,62.3,35.8,85.1,10.3,2.2,1.1,0.2,1.1,23.7,319,24.8,355,42430,395,319877,163553,142800,337776,212616,119625,356854,222155,127685,308004,208610,99377,17,175463,120230,55233,0,235492,88120,723040,597736,82339,18816,8001,1321,14827,570274,485387,58691,12310,6382,1071,6433,894.3,808.49826680085
"312","OH-14","Ohio 14th","Republican","David","Joyce","(DAY-vid JOYS)","/'deÄÈ.vÄÈd d_ÍÄîÄÈs/","2012",1957,"Man","White - Non-Hispanic","Christian - Roman Catholic","No","Re-elected",37.4,62.6,"33",63.3,"41.8",58.2,42.1,53.6,47.6,50.9,49.1,49.4,92,3.6,1.7,1.8,0.1,0.8,34.1,138,33.9,206,63362,145,369274,155602,197884,377833,179769,192270,385186,189099,190379,350269,130907,219191,171,214580,70856,135736,7988,131638,183660,720673,653150,26962,16214,13900,746,9701,551969,507853,19745,9427,10136,612,4196,1953.14,368.98174222022
"313","OH-15","Ohio 15th","Republican","Steve","Stivers","(STEEV STAHY-verz)","/stiv 'staÄÈ.vÄ»Ä_z/","2010",1965,"Man","White - Non-Hispanic","Christian - Methodist","No","Re-elected",33.8,66.2,"34",66,"38.4",61.6,39.9,55.3,46.3,51.9,46.1,52.2,91.4,3.7,1.5,2.1,0.2,1.1,31.4,173,30.8,259,61514,161,355390,141654,196679,347923,161227,180443,350655,161592,183103,336807,113960,222847,0,194621,66125,128496,0,128188,205277,722961,653667,26817,13392,14767,1442,12876,556070,508007,20660,8533,11427,1124,6319,4738.93,152.557855887299
"314","OH-16","Ohio 16th","Republican","Jim","Renacci","(JIM ruh-NAY-see)","/d_ÍÄÈm Ä_Ä».'neÄÈ.si/","2010",1958,"Man","White - Non-Hispanic","Christian - Roman Catholic","No","Re-elected",34.7,65.3,"36.3",63.7,"48",52,39.5,56.1,45.2,53.4,47.2,51.3,94,1.7,1.5,1.9,0.1,0.8,33.3,156,33,225,64197,141,368837,145672,207101,374209,169108,199650,383030,180871,196473,345624,119830,225794,0,207375,75199,132176,0,170604,185167,719950,669939,12795,13217,14055,887,9057,555332,522262,9449,8207,10465,690,4259,1205.34,597.300346790117
"315","OK-01","Oklahoma 1st","Republican","Jim","Bridenstine","(JIM BRAHY-dn-stine)","/d_ÍÄÈm 'bÄ_aÄÈ._în.staÄÈn/","2012",1975,"Man","White - Non-Hispanic","Christian - Southern Baptist","No","Re-elected",0,100,"0",100,"33.5",66.5,32.7,61.4,34.2,65.8,35.8,64.2,71.6,8.4,7.9,2.1,5.9,4.1,30.2,197,34,203,52319,260,311506,101757,191343,287282,98321,188961,317933,113915,204018,0,0,0,0,0,0,0,0,91421,181084,749913,502866,67879,73712,16154,49094,40208,558360,399805,46644,44254,11651,33113,22893,1631.67,459.598448215632
"316","OK-02","Oklahoma 2nd","Republican","Markwayne","Mullin","(MARK-wayn MUHL-uhn)","/'mÄïÄ_k.weÄÈn 'm_ë.lÄ»n/","2012",1977,"Man","Native American - Cherokee","Christian - Pentecostal","No","Re-elected",23.2,70.6,"24.6",70,"40.1",59.9,22.8,72.9,32.2,67.8,34.3,65.7,70.9,3.5,3.2,0.5,15.9,5.9,17,412,17.8,426,40770,413,271844,62022,198155,252162,81179,170983,273285,93714,179570,268870,62387,189839,16644,158407,38964,110925,8518,96081,143701,750307,496312,25739,32195,4373,136384,55304,567268,402213,19700,18267,3029,90315,33744,20995.35,35.736817914443
"317","OK-03","Oklahoma 3rd","Republican","Frank","Lucas","(FRAYNK LOO-kuhs)","/fÄ_eÄÈÅ†k 'lu.kÄ»s/","1994 Special",1960,"Man","White - Non-Hispanic","Christian - Southern Baptist","No","Re-elected",21.7,78.3,"21.4",78.6,"21",79,20.9,73.6,26.1,73.9,27.1,72.9,79.7,3.7,6.8,1.4,5.5,2.9,22.9,334,24.5,366,47724,342,293417,61179,216078,269736,70346,199390,296229,80196,216033,290615,63090,227525,0,169605,36270,133335,0,53472,201744,750049,574367,26758,63049,10441,46265,29169,567154,452015,20983,38818,7990,31014,16334,34116.73,21.9847857634656
